=== SEGMENTY Z TIMESTAMPAMI ===
[0.00s - 0.28s]  Mówię
[339.94s - 340.24s]  mocno
[340.24s - 340.54s]  w
[340.54s - 341.20s]  kurs,
[341.20s - 341.68s]  dziewiąty
[341.68s - 342.24s]  poziom,
[342.24s - 342.64s]  tak?
[342.64s - 342.76s]  To
[342.76s - 342.94s]  są
[342.94s - 344.02s]  osoby.
[344.20s - 344.28s]  I
[344.28s - 344.40s]  że
[344.38s - 344.82s]  np.
[344.82s - 345.48s]  sugerowane
[345.48s - 345.68s]  jest
[345.68s - 346.22s]  rozbicie
[346.22s - 346.50s]  tego
[346.50s - 346.66s]  czy
[346.66s - 348.30s]  podzielenia.
[348.30s - 348.86s]  To
[348.86s - 349.30s]  myślę,
[349.30s - 349.38s]  że
[349.38s - 349.48s]  to
[349.48s - 349.66s]  też
[349.66s - 350.50s]  taki...
[350.88s - 351.66s]  Ciekawa
[351.66s - 352.14s]  rzecz,
[352.14s - 352.22s]  którą
[352.22s - 352.36s]  ja
[352.36s - 352.62s]  raczej
[352.62s - 353.12s]  pomyślałem,
[353.12s - 353.38s]  to
[353.38s - 353.52s]  nie
[353.52s - 353.76s]  chciałem
[353.76s - 353.90s]  kiedyś,
[353.90s - 354.20s]  że
[354.20s - 354.34s]  tam
[354.34s - 354.96s]  poza
[354.96s - 355.20s]  tym
[355.20s - 355.64s]  modują
[355.64s - 356.30s]  dziewiątym,
[356.30s - 356.30s]  to
[356.30s - 356.46s]  kiedy
[356.46s - 356.62s]  się
[356.62s - 357.08s]  wycieni,
[357.08s - 357.24s]  nie
[357.24s - 357.56s]  mają
[357.56s - 358.32s]  dwa.
[358.32s - 358.52s]  Nie
[358.52s - 358.68s]  widzą
[358.68s - 358.90s]  dwa,
[358.90s - 359.04s]  dwa,
[359.04s - 359.18s]  dwa,
[359.18s - 359.18s]  dwa
[363.66s - 363.66s]  wprz
[363.66s - 363.66s]  wprz
[363.66s - 363.68s]  wprz
[363.68s - 363.84s]  wprz
[363.84s - 363.86s]  wprz
[363.86s - 363.86s]  wprz
[363.86s - 364.06s]  wprz
[364.06s - 364.18s]  wprz
[364.18s - 364.18s]  wprz
[364.18s - 364.18s]  wprz
[364.18s - 364.26s]  wprz
[364.26s - 364.66s]  wprz
[364.66s - 364.66s]  wprz
[364.66s - 364.82s]  wprz
[364.82s - 365.14s]  wprz
[365.14s - 365.16s]  wprz
[365.16s - 365.58s]  wprz
[365.58s - 365.84s]  wprz
[365.84s - 365.84s]  wprz
[365.84s - 365.84s]  wprz
[365.84s - 365.84s]  wprz
[365.84s - 365.84s]  wprz
[365.84s - 366.18s]  wprz
[366.18s - 366.20s]  wprz
[366.20s - 366.20s]  wprz
[366.20s - 366.90s]  wprz
[366.90s - 367.28s]  wprz
[367.28s - 367.28s]  wprz
[367.28s - 367.28s]  wprz
[367.28s - 367.62s]  wprz
[367.62s - 367.62s]  wprz
[367.62s - 367.62s]  wprz
[367.62s - 367.62s]  wprz
[367.62s - 367.62s]  wprz
[367.62s - 367.62s]  wprz
[367.62s - 367.62s]  wprz
[367.62s - 367.62s]  wprz
[367.62s - 367.62s]  wprz
[367.62s - 367.90s]  wprz
[367.90s - 368.22s]  wprz
[368.22s - 369.24s]  wprz
[369.24s - 370.76s]  wprz
[370.76s - 370.84s]  wprz
[370.84s - 370.88s]  wprz
[370.88s - 370.88s]  wprz
[370.88s - 370.88s]  wprz
[370.88s - 370.88s]  wprz
[370.88s - 370.88s]  wprz
[370.88s - 370.88s]  wprz
[370.88s - 370.88s]  wprz
[370.88s - 370.88s]  wprz
[370.88s - 370.88s]  wprz
[370.88s - 370.88s]  wprz
[370.88s - 370.88s]  wprz
[370.88s - 371.50s]  wprz
[371.50s - 371.50s]  wprz
[371.50s - 371.50s]  wprz
[371.50s - 371.50s]  wprz
[371.50s - 371.50s]  wprz
[371.50s - 371.50s]  wprz
[371.50s - 371.50s]  wprz
[371.50s - 371.50s]  wprz
[371.50s - 371.50s]  wprz
[371.50s - 371.50s]  wprz
[371.50s - 371.50s]  wprz
[371.50s - 372.60s]  wprz
[372.60s - 372.60s]  wprz
[372.60s - 372.60s]  wprz
[372.60s - 372.60s]  wprz
[372.60s - 372.60s]  wprz
[372.60s - 372.60s]  wprz
[372.60s - 372.60s]  wprz
[372.60s - 372.60s]  wprz
[372.60s - 372.60s]  wprz
[372.60s - 373.70s]  wprz
[373.70s - 373.70s]  wprz
[373.70s - 373.70s]  wprz
[373.70s - 375.24s]  wprz
[375.24s - 375.24s]  wprz
[375.24s - 375.24s]  wprz
[375.24s - 375.30s]  wprz
[375.30s - 376.58s]  wprz
[376.58s - 376.58s]  wprz
[376.58s - 377.36s]  wprz
[377.36s - 377.70s]  wprz
[377.70s - 379.68s]  wprz
[379.68s - 379.72s]  wprz
[379.72s - 380.16s]  wprz
[380.16s - 380.16s]  wprz
[380.16s - 380.44s]  wprz
[380.44s - 380.60s]  wprz
[380.60s - 382.54s]  wprz
[382.54s - 383.20s]  wprz
[383.20s - 383.20s]  wprz
[383.20s - 383.20s]  wprz
[383.20s - 383.68s]  wprz
[383.68s - 384.62s]  wprz
[384.62s - 384.62s]  wprz
[384.62s - 384.62s]  wprz
[384.62s - 384.62s]  wprz
[384.62s - 384.66s]  wprz
[384.66s - 386.00s]  wprz
[386.00s - 386.00s]  wprz
[386.00s - 386.02s]  wprz
[386.02s - 386.46s]  wprz
[386.46s - 386.46s]  wprz
[386.46s - 386.64s]  wprz
[386.64s - 386.64s]  wprz
[386.64s - 386.64s]  wprz
[386.64s - 386.64s]  wprz
[386.64s - 386.64s]  wprz
[386.64s - 386.64s]  wprz
[386.64s - 386.64s]  wprz
[386.64s - 386.64s]  wprz
[386.64s - 386.96s]  wprz
[386.96s - 386.96s]  wprz
[386.96s - 386.96s]  wprz
[386.96s - 387.50s]  wprz
[387.50s - 387.50s]  wprz
[387.50s - 387.50s]  wprz
[387.50s - 387.50s]  wprz
[387.50s - 388.32s]  wprz
[388.32s - 388.32s]  wprz
[388.32s - 388.32s]  wprz
[388.32s - 388.32s]  wprz
[388.32s - 388.32s]  wprz
[388.32s - 388.32s]  wprz
[388.32s - 388.32s]  wprz
[388.32s - 388.32s]  wprz
[388.32s - 388.32s]  wprz
[388.32s - 388.32s]  wprz
[388.32s - 388.32s]  wprz
[388.32s - 388.32s]  wprz
[388.32s - 388.32s]  wprz
[388.32s - 389.00s]  wprz
[389.00s - 389.36s]  wprz
[389.36s - 389.80s]  wprz
[389.80s - 389.80s]  wprz
[389.80s - 389.98s]  wprz
[389.98s - 389.98s]  wprz
[380.00s - 381.88s]  To
[381.88s - 385.58s]  byłoby
[385.58s - 388.46s]  grupy
[388.46s - 389.84s]  reprezentatywne
[389.84s - 390.00s]  dla
[390.00s - 392.14s]  AI,
[392.14s - 392.94s]  Masterclass,
[392.94s - 393.44s]  pytańczone
[393.44s - 393.66s]  są
[393.66s - 394.62s]  reprezentatywne
[394.62s - 394.80s]  dla
[394.80s - 395.08s]  całej
[395.08s - 395.46s]  grupy,
[395.46s - 395.88s]  np.
[395.88s - 396.12s]  AI
[396.12s - 396.30s]  do
[396.30s - 396.70s]  ZERA,
[396.70s - 396.80s]  na
[396.80s - 397.02s]  pewno
[397.02s - 397.42s]  nie,
[397.42s - 397.62s]  bo
[397.62s - 397.74s]  to
[397.74s - 398.18s]  jest
[398.18s - 398.26s]  za
[398.26s - 400.52s]  mało,
[400.52s - 401.38s]  i
[401.38s - 401.52s]  to
[401.52s - 401.62s]  jest
[401.62s - 403.00s]  specyficzne,
[403.00s - 403.22s]  natomiast
[403.22s - 403.54s]  to,
[403.54s - 403.68s]  co
[403.68s - 403.82s]  by
[403.82s - 404.06s]  można
[404.06s - 404.32s]  było
[404.32s - 404.70s]  też
[404.70s - 405.76s]  pokazać,
[405.76s - 406.04s]  że
[406.04s - 406.62s]  właśnie
[406.62s - 407.26s]  to,
[407.26s - 407.32s]  co
[407.32s - 407.54s]  też
[407.54s - 407.64s]  z
[407.64s - 407.74s]  tych
[407.74s - 408.12s]  analiz
[408.12s - 409.16s]  wynikało,
[409.16s - 409.36s]  że
[409.36s - 409.86s]  dobra
[409.86s - 409.98s]  jest
[409.98s - 409.98s]  to,
[409.98s - 409.98s]  że
[409.98s - 409.98s]  to
[409.98s - 409.98s]  jest
[409.98s - 409.98s]  to,
[409.98s - 409.98s]  co
[409.98s - 409.98s]  jest
[409.98s - 409.98s]  to,
[409.98s - 409.98s]  co
[409.98s - 409.98s]  jest
[409.98s - 409.98s]  to,
[409.98s - 409.98s]  co
[409.98s - 409.98s]  jest
[409.98s - 415.16s]  toń,
[416.12s - 416.30s]  bo
[416.30s - 416.80s]  mimo
[416.80s - 417.16s]  wszystko,
[417.16s - 417.58s]  że,
[417.58s - 417.90s]  tak
[417.90s - 418.08s]  jak
[418.08s - 418.46s]  jest,
[418.48s - 419.30s]  czy
[419.30s - 419.78s]  dobieranie
[419.78s - 420.34s]  grup,
[420.34s - 420.70s]  tak?
[420.84s - 420.90s]  Na
[420.90s - 421.24s]  przykład,
[421.24s - 421.50s]  że
[421.50s - 421.96s]  powinny
[421.96s - 422.12s]  być
[422.12s - 422.36s]  mniejsze
[422.36s - 422.80s]  grupy
[422.86s - 423.36s]  z
[423.36s - 423.66s]  jakimś
[423.66s - 424.40s]  zysłysłowie
[424.40s - 424.96s]  mentorem,
[425.16s - 425.16s]  który
[425.16s - 425.46s]  będzie
[425.46s - 428.06s]  sprawdzał,
[428.06s - 428.18s]  czy
[428.18s - 428.54s]  też
[428.54s - 428.80s]  jakoś
[428.80s - 428.90s]  tam
[428.90s - 429.78s]  motywował
[429.78s - 430.36s]  oczywiście
[430.36s - 431.06s]  wspierany,
[431.18s - 431.22s]  które
[431.22s - 431.36s]  są
[431.36s - 431.64s]  tutaj
[431.64s - 432.04s]  AI
[432.04s - 432.34s] 'em,
[432.34s - 433.74s]  odpowiednio
[433.74s - 434.30s]  dobrą,
[434.30s - 434.58s]  będzie
[434.58s - 435.04s]  wspierał
[435.04s - 435.16s]  dane
[435.16s - 435.46s]  osoby
[435.46s - 435.76s]  czy
[435.76s - 435.96s]  dane
[435.96s - 436.66s]  grupy,
[436.96s - 437.12s]  które
[437.12s - 437.30s]  by
[437.30s - 438.50s]  funkcjonowały,
[438.50s - 438.68s]  czy
[438.68s - 439.08s]  też
[439.08s - 439.70s]  same
[439.70s - 440.18s]  AI
[440.18s - 440.80s]  wiedząc
[440.80s - 441.02s]  jakie
[441.02s - 441.98s]  będą,
[442.06s - 442.08s]  bo
[442.08s - 442.28s]  teraz
[442.28s - 442.66s]  zobaczcie,
[442.66s - 442.76s]  że
[442.76s - 442.96s]  mamy
[442.96s - 443.42s]  sztywne
[443.42s - 443.80s]  zadania
[443.80s - 444.40s]  przepisane,
[444.50s - 444.50s]  czy
[444.50s - 444.78s]  sposób
[444.78s - 445.56s]  rozwiązywania
[445.56s - 446.70s]  zadań.
[446.88s - 446.94s]  Na
[446.94s - 447.22s]  przykład
[447.22s - 447.72s]  to,
[447.72s - 447.84s]  co
[447.84s - 448.20s]  ostatnio
[448.20s - 448.44s]  macie
[448.44s - 448.98s]  mówił
[448.98s - 449.40s]  i
[449.40s - 449.70s]  zreszt
[449.70s - 449.92s]  jednej
[449.92s - 450.18s]  strony
[450.18s - 450.38s]  to
[450.38s - 450.84s]  na
[450.84s - 451.60s]  ostatni
[451.60s - 452.62s]  czwartkowę
[452.62s - 452.84s]  z
[452.84s - 452.94s]  pytań
[452.94s - 453.38s]  mówi,
[453.62s - 453.72s]  a
[453.72s - 453.88s]  bo
[453.88s - 454.02s]  my
[454.02s - 454.26s]  robimy
[454.26s - 454.56s]  takie
[454.56s - 454.94s]  zadania,
[454.94s - 455.12s]  żeby
[455.12s - 455.30s]  nie
[455.30s - 455.56s]  robimy
[455.56s - 455.82s]  za
[455.82s - 456.62s]  was.
[456.86s - 456.98s]  My
[456.98s - 457.32s]  dajemy
[457.32s - 457.48s]  wam
[457.48s - 457.86s]  zadań
[457.86s - 457.96s]  i
[457.96s - 458.24s]  wysami
[458.24s - 458.70s]  musicie
[458.70s - 459.72s]  zrobić.
[459.94s - 460.40s]  OK,
[460.40s - 460.50s]  to
[460.50s - 460.70s]  jest
[460.70s - 461.52s]  fajne,
[461.52s - 461.78s]  ale
[461.78s - 461.92s]  nie
[461.92s - 462.08s]  dla
[462.08s - 462.90s]  wszystkich.
[463.26s - 463.40s]  I
[463.40s - 463.84s]  wyobraźcie
[463.84s - 464.28s]  sobie,
[464.20s - 464.20s]  to
[464.20s - 464.20s]  jest
[464.20s - 464.30s]  jeszcze
[464.30s - 464.64s]  pewnie
[464.64s - 464.78s]  o
[464.78s - 464.94s]  tych
[464.94s - 465.40s]  mięskach,
[465.40s - 465.74s]  ale
[465.74s - 466.06s]  wyjeżdżaj.
[467.16s - 467.28s]  No
[467.28s - 468.16s]  właśnie,
[468.16s - 468.54s]  bo
[468.54s - 468.86s]  może
[468.86s - 469.10s]  być
[469.10s - 469.34s]  część
[469.34s - 469.80s]  osób
[469.80s - 470.94s]  i
[470.94s - 471.06s]  to
[471.06s - 471.44s]  taki,
[471.44s - 471.58s]  który
[471.58s - 471.70s]  na
[471.70s - 471.90s]  przykład
[471.90s - 472.28s]  bardziej
[472.28s - 473.24s]  stawiają
[473.24s - 473.36s]  na
[473.36s - 473.46s]  to
[473.46s - 474.12s]  bezpieczeństwo
[474.12s - 474.50s]  chyba,
[474.62s - 474.64s]  tak,
[474.64s - 474.80s]  który
[474.80s - 475.08s]  wychodzi
[475.08s - 475.36s]  bardziej
[475.36s - 475.86s]  bezpieczeństwo,
[475.86s - 476.00s]  że
[476.00s - 476.16s]  coś
[476.16s - 476.36s]  tam
[476.36s - 476.58s]  z
[476.58s - 476.72s]  tych
[476.72s - 477.42s]  wartości,
[477.42s - 477.98s]  że
[477.98s - 478.28s]  one
[478.28s - 478.46s]  by
[478.46s - 479.02s]  wolały,
[479.02s - 479.14s]  żeby
[479.14s - 479.50s]  były
[479.50s - 479.78s]  mimo
[479.78s - 480.80s]  wszystko,
[480.94s - 481.06s]  one
[481.06s - 481.36s]  będą
[481.36s - 481.62s]  miały
[481.62s - 481.86s]  później
[481.86s - 482.70s]  niższy
[482.70s - 482.98s]  poziom
[482.98s - 483.44s]  skillu,
[483.44s - 483.60s]  czy
[483.60s - 484.40s]  umiejętności,
[484.40s - 484.52s]  ale
[484.52s - 484.90s]  chciałby
[484.90s - 485.28s]  przejść
[485.28s - 485.38s]  to
[485.38s - 486.04s]  dalej,
[486.38s - 486.56s]  gdyby
[486.56s - 486.72s]  ktoś
[486.72s - 486.88s]  ich
[486.88s - 487.00s]  przez
[487.00s - 487.18s]  to
[487.18s - 487.92s]  przeprowadził,
[487.92s - 488.04s]  bo
[488.04s - 488.16s]  na
[488.16s - 488.40s]  samę
[488.40s - 488.82s]  niesłowstanie
[488.82s - 489.06s]  tego
[489.06s - 489.74s]  zrobić.
[489.50s - 489.98s]  Zobaczcie,
[489.98s - 489.98s]  że
[489.98s - 489.98s]  to
[489.98s - 489.98s]  jest
[489.98s - 489.98s]  to,
[489.98s - 489.98s]  że
[489.98s - 489.98s]  jest
[489.98s - 489.98s]  to,
[489.98s - 489.98s]  że
[489.98s - 489.98s]  jest
[489.98s - 489.98s]  to
[489.98s - 495.04s] ,azywać
[495.04s - 495.96s]  nie
[495.96s - 496.12s]  dla
[496.12s - 496.46s]  wszystkich
[496.46s - 496.66s]  to
[496.66s - 497.16s]  samo,
[497.16s - 497.34s]  tylko
[497.34s - 497.50s]  by
[497.50s - 497.84s]  mogło
[497.84s - 498.06s]  ich
[498.06s - 499.56s]  ukierunkowywać.
[499.72s - 499.78s]  I
[499.78s - 499.88s]  na
[499.88s - 500.22s]  przykład,
[500.22s - 500.42s]  jakby
[500.42s - 500.56s]  on
[500.56s - 500.80s]  sam
[500.80s - 500.96s]  to
[500.96s - 502.00s]  przeszedł,
[502.00s - 502.28s]  to
[502.28s - 502.76s]  w
[502.76s - 503.02s]  ramach
[503.02s - 503.56s]  dodatkowego
[503.56s - 504.00s]  zadania
[504.00s - 504.40s]  mogłyby
[504.40s - 504.42s]  na
[504.42s - 504.68s]  przykład
[504.68s - 505.10s]  dostać
[505.10s - 505.32s]  to,
[505.38s - 505.38s]  że
[505.38s - 505.76s]  teraz
[505.76s - 505.98s]  lub
[505.98s - 506.62s]  podobne,
[506.62s - 506.76s]  ale
[506.76s - 508.08s]  samodzielnie,
[508.08s - 508.80s]  czy
[508.80s - 509.26s]  zupełnie
[509.26s - 510.28s]  z
[510.28s - 510.68s]  swojego
[510.68s - 511.98s]  projektu,
[511.98s - 512.26s]  to
[512.26s - 512.52s]  takie
[512.52s - 512.72s]  moje
[512.72s - 513.58s]  przemyślenia
[513.60s - 513.70s]  i
[513.70s - 513.74s]  z
[513.74s - 514.00s]  tego,
[514.00s - 514.06s]  co
[514.06s - 514.20s]  tam
[514.20s - 515.40s]  przynalizowałem
[515.40s - 515.72s]  te
[515.72s - 516.40s]  dane,
[516.40s - 516.60s]  które
[516.60s - 516.76s]  się
[516.76s - 517.72s]  pojawiało.
[518.00s - 518.12s]  Ja
[518.12s - 518.28s]  też
[518.28s - 518.38s]  się
[518.38s - 518.60s]  myślić,
[518.60s - 519.02s]  skonawiałem
[519.02s - 519.28s]  co
[519.28s - 519.36s]  do
[519.36s - 519.52s]  tych
[519.52s - 519.90s]  wyników,
[519.90s - 520.02s]  które
[520.02s - 520.64s]  budowości
[520.64s - 521.22s]  i
[521.22s - 521.38s]  też
[521.38s - 521.60s]  właśnie
[521.60s - 521.76s]  tego
[521.76s - 522.10s]  serdej
[522.10s - 522.76s]  rekszyn,
[523.04s - 523.14s]  żeby
[523.14s - 523.32s]  być
[523.32s - 523.44s]  może
[523.44s - 523.66s]  nawet
[523.66s - 523.86s]  to
[523.86s - 524.14s]  samo
[524.14s - 524.56s]  tłumaczy,
[524.56s - 524.76s]  to
[524.76s - 525.04s]  dlaczego
[525.04s - 525.20s]  mamy
[525.20s - 525.34s]  tak
[525.34s - 526.00s]  małootych
[526.00s - 526.68s]  wyników
[526.68s - 528.46s]  testów
[528.46s - 528.82s]  wyników
[528.82s - 529.02s]  i
[529.02s - 529.40s]  skoro
[529.40s - 529.58s]  oni
[529.58s - 529.76s]  są
[529.76s - 529.90s]  to
[529.90s - 530.28s]  zdecydali
[530.28s - 530.74s]  lekszni
[530.74s - 531.06s]  i
[531.06s - 532.00s]  skąd
[532.00s - 532.46s]  cyntrywani
[532.46s - 532.72s]  bardziej
[532.72s - 532.88s]  na
[532.88s - 533.08s]  siebie
[533.08s - 533.44s]  niż
[533.44s - 533.60s]  na
[533.60s - 534.94s]  innych,
[535.02s - 535.06s]  bo
[535.06s - 535.32s]  będą
[535.32s - 535.58s]  mniej
[535.58s - 536.18s]  chcieli
[536.18s - 536.50s]  grać
[536.50s - 536.60s]  mieć
[536.60s - 536.72s]  o
[536.72s - 537.06s]  takich
[537.06s - 538.90s]  performensach,
[538.90s - 539.02s]  tak,
[539.02s - 539.26s]  takich
[539.26s - 539.76s]  wyników
[539.76s - 540.64s]  i
[540.64s - 540.76s]  to
[540.76s - 540.90s]  jest
[540.90s - 541.00s]  to
[541.00s - 542.00s]  dokładnie.
[542.06s - 542.30s]  Tak,
[542.30s - 542.54s]  tak,
[542.54s - 542.88s]  tak,
[542.88s - 542.94s]  może
[542.94s - 543.30s]  być,
[543.30s - 543.38s]  bo
[543.38s - 544.12s]  też
[544.12s - 545.10s]  pytanie,
[545.10s - 545.48s]  bo
[545.48s - 545.58s]  to
[545.58s - 545.78s]  też
[545.78s - 545.94s]  może
[545.94s - 546.20s]  być
[546.20s - 547.16s]  ciekawe,
[547.16s - 548.30s]  kto
[548.30s - 548.82s]  przyjedzie
[548.82s - 549.00s]  na
[549.00s - 549.12s]  to
[549.12s - 549.90s]  spotkanie.
[549.98s - 550.20s]  Oprócz,
[550.20s - 550.34s]  że
[550.34s - 550.56s]  ten
[550.56s - 551.04s]  opytanie
[551.04s - 551.18s]  na
[551.18s - 551.42s]  przykład,
[551.42s - 551.66s]  dlaczego
[551.66s - 551.90s]  nie,
[551.90s - 552.00s]  jeżeli
[552.00s - 552.56s]  udziału,
[552.56s - 553.30s]  tak.
[554.32s - 554.42s]  Jeżeli
[554.42s - 554.60s]  to
[554.60s - 555.06s]  było,
[555.06s - 555.20s]  tak,
[555.20s - 555.28s]  ja
[555.28s - 555.62s]  sobie,
[555.62s - 555.76s]  bo
[555.76s - 555.80s]  to
[555.80s - 556.28s]  było.
[556.38s - 556.74s]  Tak,
[556.74s - 557.00s]  tylko,
[557.00s - 557.14s]  że,
[557.14s - 557.50s]  że
[557.50s - 557.68s]  może
[557.68s - 557.90s]  być,
[557.90s - 558.06s]  tak,
[558.06s - 558.14s]  że
[558.14s - 558.30s]  będzie
[558.30s - 558.68s]  setka
[558.68s - 558.90s]  osób
[558.90s - 559.14s]  na
[559.14s - 559.52s]  sali,
[559.52s - 559.70s]  tak,
[559.70s - 559.76s]  nie
[559.76s - 559.88s]  wiem,
[559.88s - 559.98s]  ile
[559.98s - 560.12s]  tam
[560.12s - 560.26s]  jest
[560.26s - 560.44s]  miejsce
[560.44s - 561.68s]  przewidzianych,
[562.48s - 562.82s]  to
[562.82s - 563.00s]  też
[563.00s - 563.24s]  możesz
[563.24s - 563.68s]  podpytać
[563.68s - 564.62s]  i,
[564.62s - 564.86s]  i
[565.10s - 565.98s]  uczestników.
[565.98s - 566.66s]  I
[566.66s - 566.96s]  no,
[566.96s - 566.96s]  że
[566.96s - 567.14s]  jakiej
[567.14s - 568.10s]  informacje?
[568.48s - 568.74s]  O,
[568.74s - 569.36s]  ja.
[569.78s - 570.78s]  A,
[570.78s - 571.24s]  a,
[571.24s - 573.04s]  informacje
[573.04s - 574.92s]  właśnie,
[574.92s - 575.16s]  ja,
[575.16s - 576.44s]  bo,
[576.44s - 576.82s]  może
[576.82s - 576.94s]  być
[576.94s - 577.24s]  akurat,
[577.24s - 577.30s]  że
[577.30s - 577.56s]  większość
[577.56s - 577.76s]  osób
[577.76s - 577.88s]  z
[577.88s - 578.02s]  tych,
[578.02s - 578.12s]  które
[578.12s - 578.52s]  wypełnione
[578.52s - 579.20s]  będą.
[579.26s - 579.38s]  Nie,
[579.38s - 579.48s]  no,
[579.48s - 579.56s]  w
[579.56s - 579.56s]  tej
[579.56s - 580.22s]  zasadzie.
[581.42s - 581.58s]  Natomiast
[581.58s - 581.94s]  myślę,
[581.94s - 582.02s]  że
[582.02s - 583.22s]  warto,
[583.22s - 584.00s]  warto
[584.00s - 584.36s]  bardziej
[584.36s - 584.50s]  się
[584.50s - 585.14s]  skoncentrować
[585.14s - 585.30s]  na
[585.30s - 585.56s]  typ,
[585.56s - 585.64s]  a
[585.64s - 585.78s]  i
[585.78s - 585.86s]  w
[585.86s - 586.16s]  ogóle,
[586.16s - 586.80s]  jak
[586.80s - 587.02s]  wyjść
[587.02s - 587.12s]  od
[587.12s - 587.76s]  problemu,
[587.76s - 588.02s]  dlaczego
[588.02s - 588.86s]  podliśmy
[588.86s - 589.10s]  na
[589.10s - 589.26s]  ten
[589.26s - 589.80s]  pomysł,
[590.48s - 590.48s]  żeby
[590.48s - 591.72s]  zrobić
[591.72s - 591.92s]  to
[591.92s - 592.86s]  narzędzie.
[592.92s - 592.98s]  I
[592.98s - 593.06s]  to
[593.06s - 593.16s]  jest
[593.16s - 593.24s]  ten
[593.24s - 593.78s]  pomysł,
[593.78s - 594.56s]  który
[594.56s - 594.78s]  się
[594.78s - 595.34s]  pojawił
[595.34s - 595.52s]  i
[595.52s - 595.68s]  to
[595.68s - 596.66s]  rafał
[596.66s - 596.90s]  tutaj
[596.90s - 598.42s]  potwierdzi,
[598.90s - 599.10s]  gdzie
[599.10s - 599.22s]  to
[599.22s - 599.50s]  wyszło
[599.50s - 600.02s]  u
[600.02s - 601.54s]  alchemików,
[601.54s - 601.98s]  że
[601.98s - 602.56s]  dużo
[602.56s - 602.80s]  osób
[602.80s - 603.00s]  nie
[603.00s - 603.44s]  realizuje
[603.44s - 604.18s]  tego.
[604.36s - 604.42s]  I
[604.42s - 604.52s]  to
[604.52s - 604.72s]  była
[604.72s - 604.88s]  ta
[604.88s - 606.20s]  inspiracja,
[606.20s - 606.36s]  czyli
[606.36s - 606.94s]  konkretny
[606.94s - 607.78s]  problem.
[608.02s - 608.02s]  I
[608.02s - 608.14s]  to
[608.14s - 608.50s]  można
[608.50s - 609.04s]  byłoby
[609.04s - 609.44s]  powiedzieć,
[609.44s - 609.54s]  że
[609.54s - 609.78s]  właśnie
[609.78s - 610.42s]  to
[610.42s - 610.54s]  na
[610.54s - 610.82s]  rządzie
[610.82s - 611.26s]  powstaje
[611.26s - 611.48s]  po
[611.48s - 611.64s]  to
[611.64s - 611.82s]  i
[611.82s - 612.10s]  jest
[612.10s - 612.86s]  rozbudowana,
[612.86s - 613.08s]  czy
[613.08s - 613.20s]  mamy
[613.20s - 613.44s]  jakiś
[613.44s - 613.60s]  tam
[613.60s - 613.80s]  plan
[613.80s - 614.78s]  rozbudowania.
[614.84s - 614.92s]  Po
[614.92s - 615.32s]  to,
[615.32s - 615.58s]  co
[615.58s - 615.94s]  względu
[615.94s - 616.02s]  na
[616.02s - 616.14s]  ten
[616.14s - 616.60s]  konkretny
[616.60s - 617.40s]  problem,
[617.40s - 617.60s]  że
[617.60s - 617.86s]  ludzie
[617.86s - 618.38s]  powiedzmy,
[618.38s - 618.94s]  chcą,
[618.94s - 619.54s]  ale
[619.54s - 620.84s]  odpadają,
[620.84s - 621.12s]  płaców
[621.12s - 621.70s]  kupu,
[621.70s - 622.10s]  kupu
[622.10s - 623.00s]  kansy,
[623.00s - 623.96s]  odpadają.
[624.58s - 624.74s]  Ale
[624.74s - 625.36s]  to
[625.36s - 625.56s]  co
[625.56s - 626.24s]  byłoby
[626.24s - 626.34s]  w
[626.34s - 626.68s]  duchu
[626.68s - 627.26s]  tego,
[627.26s - 627.30s]  co
[627.30s - 627.62s]  przynajmniej
[627.62s - 627.76s]  tak
[627.76s - 628.20s]  mówią,
[628.20s - 628.98s]  że
[628.98s - 629.12s]  oni
[629.12s - 629.34s]  chcą
[629.34s - 629.92s]  pomagać,
[629.92s - 630.02s]  są
[630.02s - 630.56s]  zaforować
[630.56s - 631.02s]  nowe
[631.02s - 632.08s]  umiejętności
[632.08s - 632.90s]  edukacyjne,
[632.90s - 632.96s]  czy
[632.96s - 634.04s]  możliwości.
[634.26s - 634.28s]  No
[634.28s - 634.32s]  i
[634.32s - 634.42s]  my
[634.42s - 634.60s]  właśnie
[634.60s - 634.94s]  chcemy
[634.94s - 635.12s]  wyjść
[635.12s - 635.28s]  na
[635.28s - 635.82s]  naprzeciw
[635.82s - 636.22s]  tym
[636.22s - 636.94s]  rzeczom,
[636.94s - 636.98s]  tak?
[636.98s - 637.20s]  Żeby
[637.20s - 637.84s]  pokazać,
[637.84s - 637.92s]  że
[637.92s - 638.12s]  to
[638.12s - 638.28s]  nie
[638.28s - 638.42s]  jest
[638.42s - 638.64s]  takie
[638.64s - 639.34s]  proste,
[639.34s - 639.44s]  że
[639.44s - 639.76s]  właśnie
[639.76s - 640.70s]  wrzucenie
[640.70s - 641.06s]  wszystkich
[641.06s - 641.98s]  do
[641.98s - 642.26s]  jednego
[642.26s - 642.68s]  warka,
[642.68s - 642.92s]  mimo
[642.92s - 643.02s]  że
[643.02s - 643.18s]  też
[643.18s - 643.88s]  świetne
[643.88s - 645.00s]  narzędzie.
[645.00s - 645.28s]  ale
[645.28s - 645.50s]  może
[645.50s - 645.64s]  się
[645.64s - 645.96s]  okazać,
[645.96s - 646.04s]  że
