=== SEGMENTY Z TIMESTAMPAMI ===
[0.00s - 0.38s]  Mówię,
[341.26s - 341.68s]  dziewiąty
[341.68s - 342.24s]  poziom,
[342.24s - 342.58s]  tak?
[342.58s - 342.76s]  To
[342.76s - 344.04s]  osoby.
[344.20s - 344.28s]  I
[344.28s - 344.40s]  że
[344.40s - 344.52s]  na
[344.52s - 344.78s]  przykład
[344.78s - 345.48s]  sugerowane
[345.48s - 345.68s]  jest
[345.68s - 346.22s]  rozbicie
[346.22s - 346.48s]  tego
[346.48s - 346.66s]  czy
[346.66s - 348.32s]  podzielenia.
[348.32s - 348.86s]  To
[348.86s - 349.16s]  myślę,
[349.16s - 349.36s]  że
[349.36s - 349.48s]  to
[349.48s - 349.66s]  też
[349.66s - 350.50s]  taki...
[350.62s - 351.68s]  Ciekawa
[351.68s - 352.14s]  rzecz,
[352.14s - 352.18s]  którą
[352.18s - 352.34s]  ja
[352.34s - 352.52s]  jak
[352.52s - 352.66s]  się
[352.66s - 353.06s]  pomysłem,
[353.06s - 353.22s]  oglądają
[353.22s - 353.38s]  te
[353.38s - 353.58s]  wynik
[353.58s - 353.66s]  te
[353.66s - 354.10s]  ankiety,
[354.10s - 354.18s]  że
[354.18s - 354.34s]  tam
[354.34s - 354.98s]  poza
[354.98s - 355.20s]  tym
[355.20s - 355.68s]  modułem
[355.68s - 356.30s]  dziewiątym,
[356.30s - 356.30s]  to
[356.30s - 356.56s]  pretrecie
[356.56s - 356.76s]  ludzie
[356.76s - 357.20s]  nie
[357.20s - 357.52s]  mają
[357.52s - 358.32s]  wad,
[358.32s - 358.50s]  nie
[358.50s - 358.68s]  widzą
[358.68s - 358.86s]  wad
[358.86s - 359.00s]  w
[359.00s - 359.14s]  ogóle
[359.14s - 359.34s]  w
[359.34s - 359.78s]  tym...
[359.78s - 360.56s]  w
[360.56s - 360.64s]  tym
[360.64s - 361.78s]  projekcie,
[361.78s - 362.32s]  w
[362.32s - 362.64s]  projekcie
[362.64s - 363.00s]  sensie
[363.00s - 363.56s]  w
[363.56s - 364.64s]  kursie.
[364.00s - 364.76s]  No
[364.76s - 365.20s]  tak,
[365.20s - 365.22s]  ale
[365.22s - 365.94s]  widzisz,
[365.94s - 365.98s]  no
[365.98s - 366.40s]  właśnie,
[366.40s - 366.70s]  to
[366.78s - 366.92s]  też
[366.92s - 367.00s]  jest
[367.00s - 367.26s]  bardzo
[367.26s - 367.64s]  ciekawe.
[367.70s - 367.76s]  Nie
[367.76s - 367.98s]  widzę
[367.98s - 368.38s]  uwad,
[368.38s - 368.52s]  jako
[368.52s - 369.28s]  tako,
[369.28s - 369.36s]  to
[369.36s - 369.86s]  pytanie
[369.86s - 370.16s]  na
[370.16s - 370.30s]  ile
[370.30s - 370.46s]  to
[370.46s - 370.54s]  jest
[370.54s - 370.98s]  wymuszone
[370.98s - 371.42s]  te,
[371.62s - 371.72s]  że
[371.72s - 371.90s]  my
[371.90s - 372.34s]  chcemy
[372.34s - 372.82s]  prosimy
[372.82s - 372.98s]  o
[372.98s - 373.10s]  te
[373.10s - 373.36s]  cechy
[373.36s - 375.18s]  negatywne.
[375.18s - 375.58s]  Musimy
[375.58s - 375.74s]  wziąć
[375.74s - 375.88s]  też
[375.88s - 376.10s]  pod
[376.10s - 376.30s]  uwagę,
[376.30s - 376.52s]  że
[376.52s - 376.66s]  to
[376.66s - 376.90s]  nie
[376.90s - 377.20s]  mimo
[377.20s - 377.76s]  wszystko,
[377.96s - 377.98s]  chociaż
[377.98s - 378.34s]  i
[378.34s - 379.12s]  tam
[379.12s - 379.62s]  sporo
[379.62s - 379.90s]  osób
[379.90s - 380.14s]  wziął
[380.14s - 380.28s]  udział
[380.28s - 380.46s]  po
[380.46s - 380.76s]  ponad
[380.76s - 381.54s]  30,
[381.54s - 381.56s]  to
[381.56s - 381.76s]  nie?
[381.86s - 381.96s]  Chyba
[381.96s - 382.72s]  33.
[382.96s - 382.96s]  Jesteście
[382.96s - 383.40s]  patrzyłem
[383.40s - 383.54s]  tu
[383.54s - 383.78s]  wszystko
[383.78s - 384.74s]  40.
[385.32s - 385.42s]  No
[385.42s - 385.58s]  to
[385.58s - 385.72s]  jest
[385.72s - 388.48s]  grupa
[388.48s - 389.98s]  reprezentatywna.
[387.00s - 387.76s]  To
[387.76s - 388.06s]  byłaby
[388.06s - 388.26s]  grup
[388.26s - 388.74s]  na
[388.74s - 388.86s]  pewno
[388.86s - 389.84s]  reprezentatywne
[389.84s - 390.00s]  dla
[390.00s - 392.32s]  AI,
[392.32s - 392.92s]  Masterclass,
[392.92s - 393.42s]  pytańczone
[393.42s - 393.62s]  jest
[393.62s - 393.76s]  cała
[393.76s - 394.64s]  reprezentatywne
[394.64s - 394.78s]  dla
[394.78s - 395.08s]  całej
[395.08s - 395.46s]  grupy,
[395.46s - 395.88s]  np.
[395.88s - 396.12s]  AI
[396.12s - 396.30s]  do
[396.30s - 396.68s]  zero,
[396.68s - 396.74s]  to
[396.74s - 396.80s]  na
[396.80s - 396.98s]  pewno
[396.98s - 397.40s]  nie,
[397.40s - 397.62s]  bo
[397.62s - 397.74s]  to
[397.74s - 398.14s]  jest
[398.14s - 398.28s]  za
[398.28s - 400.40s]  mało,
[400.40s - 400.86s]  i
[400.86s - 401.50s]  to
[401.50s - 401.60s]  jest
[401.60s - 403.00s]  specyficzne,
[403.00s - 403.20s]  natomiast
[403.20s - 403.56s]  to,
[403.56s - 403.68s]  co
[403.68s - 403.82s]  by
[403.82s - 404.06s]  można
[404.06s - 404.34s]  było
[404.34s - 404.68s]  też
[404.68s - 405.70s]  pokazać,
[405.70s - 406.04s]  że
[406.04s - 406.60s]  właśnie
[406.60s - 407.22s]  to,
[407.22s - 407.34s]  co
[407.34s - 407.54s]  też
[407.54s - 407.64s]  z
[407.64s - 407.76s]  tych
[407.76s - 408.12s]  analiz
[408.12s - 409.18s]  wynikało,
[409.18s - 409.36s]  że
[409.36s - 409.98s]  dobraj,
[409.98s - 409.98s]  ale
[409.98s - 409.98s]  to
[409.98s - 409.98s]  jest
[409.98s - 409.98s]  to,
[409.98s - 409.98s]  co
[409.98s - 409.98s]  jest
[409.98s - 409.98s]  to,
[409.98s - 409.98s]  co
[409.98s - 409.98s]  jest
[409.98s - 409.98s]  to,
[409.98s - 409.98s]  co
[409.98s - 409.98s]  jest
[409.98s - 409.98s]  to
[414.30s - 415.16s]  zadań,
[416.10s - 416.30s]  bo
[416.30s - 416.80s]  mimo
[416.80s - 417.16s]  wszystko,
[417.16s - 417.50s]  że
[417.50s - 418.72s]  czy
[418.72s - 419.76s]  dobieranie
[419.76s - 420.30s]  grup,
[420.48s - 420.74s]  na
[420.74s - 421.24s]  przykład,
[421.24s - 421.50s]  że
[421.50s - 421.98s]  powinny
[421.98s - 422.12s]  być
[422.12s - 422.36s]  mniejsze
[422.36s - 422.80s]  grupy
[422.86s - 423.38s]  z
[423.38s - 423.66s]  jakimś
[423.66s - 423.76s]  tam
[423.76s - 423.92s]  w
[423.92s - 424.40s]  cudzysłowie
[424.40s - 424.88s]  mentorem,
[425.10s - 425.14s]  który
[425.14s - 425.54s]  będzie
[425.54s - 428.04s]  sprawdzał,
[428.04s - 428.16s]  czy
[428.16s - 428.52s]  też
[428.52s - 428.80s]  jakoś
[428.80s - 428.88s]  tam
[428.88s - 429.76s]  motywował
[429.76s - 430.36s]  oczywiście
[430.36s - 431.14s]  wspieranek,
[431.24s - 431.38s]  powiedzmy
[431.38s - 431.64s]  tutaj
[431.64s - 432.02s]  AI
[432.02s - 432.30s] 'em,
[432.30s - 433.72s]  odpowiednio
[433.72s - 434.24s]  dobrą,
[434.24s - 434.58s]  będzie
[434.58s - 435.04s]  wspierał
[435.04s - 435.16s]  dane
[435.16s - 435.46s]  osoby
[435.46s - 435.76s]  czy
[435.76s - 435.96s]  dane
[435.96s - 436.76s]  grupy,
[436.98s - 437.12s]  które
[437.12s - 437.30s]  by
[437.30s - 438.50s]  funkcjonowały,
[438.50s - 438.70s]  czy
[438.70s - 439.06s]  też
[439.06s - 439.72s]  same
[439.72s - 440.16s]  AI
[440.16s - 440.80s]  wiedząc
[440.80s - 441.02s]  jakie
[441.02s - 441.98s]  będą,
[442.06s - 442.08s]  bo
[442.08s - 442.28s]  teraz
[442.28s - 442.66s]  zobaczcie,
[442.66s - 442.76s]  że
[442.76s - 442.96s]  mamy
[442.96s - 443.42s]  sztywne
[443.42s - 443.80s]  zadania
[443.80s - 444.40s]  przepisane,
[444.48s - 444.50s]  czy
[444.50s - 444.78s]  sposób
[444.78s - 445.56s]  rozwiązywania
[445.56s - 446.70s]  zadań.
[446.88s - 446.94s]  Na
[446.94s - 447.22s]  przykład
[447.22s - 447.72s]  to,
[447.72s - 447.84s]  co
[447.84s - 448.20s]  ostatnio
[448.20s - 448.48s]  Maciek
[448.48s - 448.98s]  mówił
[448.98s - 449.40s]  i
[449.40s - 449.68s]  zreszt
[449.68s - 449.92s]  jednej
[449.92s - 450.18s]  strony
[450.18s - 450.36s]  to
[450.36s - 450.86s]  na
[450.86s - 451.60s]  ostatnich
[451.60s - 452.64s]  czwartkowym
[452.64s - 453.30s]  sprytanowi.
[453.62s - 453.82s]  A,
[453.82s - 453.88s]  bo
[453.88s - 454.02s]  my
[454.02s - 454.28s]  robimy
[454.28s - 454.56s]  takie
[454.56s - 454.94s]  zadania,
[454.94s - 455.12s]  żeby
[455.12s - 455.30s]  nie
[455.30s - 455.58s]  robimy
[455.58s - 455.82s]  za
[455.82s - 456.66s]  was.
[456.86s - 456.98s]  My
[456.98s - 457.30s]  dajemy
[457.30s - 457.48s]  wam
[457.48s - 457.84s]  zadań
[457.84s - 457.96s]  i
[457.96s - 458.26s]  wysami
[458.26s - 458.68s]  musicie
[458.68s - 459.78s]  zrobić.
[459.96s - 460.40s]  Ok,
[460.40s - 460.50s]  to
[460.50s - 460.72s]  jest
[460.72s - 461.46s]  fajne,
[461.46s - 461.78s]  ale
[461.78s - 461.92s]  nie
[461.92s - 462.08s]  dla
[462.08s - 462.90s]  wszystkich.
[463.02s - 463.86s]  Iobraźcie
[463.86s - 464.02s]  sobie
[464.02s - 464.72s]  o
[464.72s - 464.94s]  tych
[464.94s - 465.48s]  minusach,
[465.48s - 465.82s]  że
[465.82s - 466.10s]  ten
[466.10s - 467.08s]  może...
[467.20s - 467.30s]  No
[467.30s - 468.26s]  właśnie,
[468.26s - 468.54s]  bo
[468.54s - 468.86s]  może
[468.86s - 469.10s]  być
[469.10s - 469.36s]  część
[469.36s - 469.80s]  osób
[469.80s - 470.94s]  i
[470.94s - 471.08s]  to
[471.08s - 471.44s]  taki,
[471.44s - 471.58s]  który
[471.58s - 471.70s]  na
[471.70s - 471.90s]  przykład
[471.90s - 473.30s]  stawiał
[473.30s - 473.36s]  na
[473.36s - 473.46s]  to
[473.46s - 474.16s]  bezpieczeństwo
[474.16s - 474.52s]  chyba,
[474.58s - 474.60s]  tak,
[474.60s - 474.80s]  który
[474.80s - 475.10s]  wychodzi
[475.10s - 475.86s]  bezpieczeństwo
[475.86s - 476.02s]  z
[476.02s - 476.68s]  tych
[476.68s - 477.60s]  wartości,
[477.60s - 478.00s]  że
[478.00s - 478.28s]  one
[478.28s - 478.44s]  by
[478.44s - 479.02s]  wolały,
[479.02s - 479.20s]  żeby
[479.20s - 479.52s]  były
[479.52s - 479.80s]  mimo
[479.80s - 480.90s]  wszystko,
[480.96s - 481.08s]  one
[481.08s - 481.36s]  będą
[481.36s - 481.62s]  miały
[481.62s - 481.84s]  później
[481.84s - 482.70s]  niższy
[482.70s - 482.98s]  poziom
[482.98s - 483.44s]  skilu,
[483.44s - 483.60s]  czy
[483.60s - 484.40s]  umiętności,
[484.40s - 484.52s]  ale
[484.52s - 484.90s]  chciałby
[484.90s - 485.28s]  przejść
[485.28s - 485.38s]  to
[485.38s - 485.98s]  dalej,
[486.38s - 486.56s]  gdyby
[486.56s - 486.72s]  ktoś
[486.72s - 486.88s]  ich
[486.88s - 487.02s]  przez
[487.02s - 487.18s]  to
[487.18s - 487.92s]  przeprowadził,
[487.92s - 488.04s]  bo
[488.04s - 488.16s]  na
[488.16s - 488.40s]  samę
[488.40s - 488.62s]  niesu
[488.62s - 488.74s]  w
[488.74s - 488.80s]  stanie
[488.80s - 489.06s]  tego
[489.06s - 489.72s]  zrobić.
[489.50s - 489.98s]  Zobaczcie,
[489.98s - 489.98s]  że
[489.98s - 489.98s]  to
[489.98s - 489.98s]  jest
[489.98s - 489.98s]  to,
[489.98s - 489.98s]  że
[489.98s - 489.98s]  jest
[489.98s - 489.98s]  to,
[489.98s - 489.98s]  że
[489.98s - 489.98s]  jest
[489.98s - 489.98s]  to,
[489.98s - 495.02s]  żeazywać
[495.02s - 495.96s]  nie
[495.96s - 496.12s]  dla
[496.12s - 496.44s]  wszystkich
[496.44s - 496.66s]  to
[496.66s - 497.16s]  samo,
[497.16s - 497.34s]  tylko
[497.34s - 497.50s]  by
[497.50s - 497.84s]  mogło
[497.84s - 498.06s]  ich
[498.06s - 499.60s]  ukierunkowywać.
[499.78s - 499.78s]  I
[499.78s - 499.88s]  na
[499.88s - 500.22s]  przykład,
[500.22s - 500.40s]  jakby
[500.40s - 500.56s]  on
[500.56s - 500.78s]  sam
[500.78s - 500.96s]  to
[500.96s - 501.88s]  przeszedł,
[501.88s - 502.26s]  to
[502.26s - 502.76s]  w
[502.76s - 503.02s]  ramach
[503.02s - 503.58s]  dodatkowego
[503.58s - 504.00s]  zadania
[504.00s - 504.38s]  mogłyby
[504.38s - 504.44s]  na
[504.42s - 504.68s]  przykład
[504.68s - 505.10s]  dostać
[505.10s - 505.32s]  to,
[505.32s - 505.38s]  że
[505.38s - 505.76s]  teraz
[505.76s - 506.08s]  rób
[506.08s - 506.66s]  podobny,
[506.66s - 506.76s]  ale
[506.76s - 507.96s]  samodzielnie,
[507.96s - 508.52s]  czy
[508.52s - 509.24s]  zupełnie
[509.24s - 510.28s]  z
[510.28s - 510.68s]  swojego
[510.68s - 511.98s]  projektu.
[512.20s - 512.26s]  To
[512.26s - 512.52s]  takie
[512.52s - 512.74s]  moje
[512.74s - 513.58s]  przemyślenia
[513.58s - 513.68s]  i
[513.68s - 513.74s]  z
[513.74s - 513.86s]  tego,
[513.86s - 514.06s]  co
[514.06s - 514.20s]  tam
[514.20s - 515.40s]  przeanalizowałem
[515.40s - 515.74s]  te
[515.74s - 516.40s]  dane,
[516.40s - 516.58s]  które
[516.58s - 516.76s]  się
[516.76s - 517.62s]  pojawiało.
[518.00s - 518.06s]  ale
[518.06s - 518.16s]  ja
[518.16s - 518.26s]  też
[518.26s - 518.42s]  się
[518.42s - 518.54s]  wresie
[518.54s - 519.02s]  stanowiałem
[519.02s - 519.26s]  co
[519.26s - 519.36s]  do
[519.36s - 519.52s]  tych
[519.52s - 519.98s]  wyników,
[519.98s - 520.02s]  które
[520.02s - 520.64s]  głodowości
[520.64s - 521.20s]  i
[521.20s - 521.38s]  też
[521.38s - 521.60s]  właśnie
[521.60s - 521.76s]  tego
[521.76s - 522.10s]  serdej
[522.10s - 523.00s]  reakcjon,
[523.02s - 523.14s]  żeby
[523.14s - 523.32s]  być
[523.32s - 523.46s]  może
[523.46s - 523.66s]  nawet
[523.66s - 523.86s]  to
[523.86s - 524.16s]  samo
[524.16s - 524.60s]  tłumaczy,
[524.76s - 524.76s]  to
[524.76s - 525.02s]  dlaczego
[525.02s - 525.22s]  mamy
[525.22s - 525.34s]  tak
[525.34s - 525.98s]  małotych
[525.98s - 526.92s]  wyników,
[527.78s - 527.78s]  tych
[527.78s - 528.48s]  testów
[528.48s - 528.86s]  wyników.
[529.08s - 529.14s]  No
[529.14s - 529.26s]  po
[529.26s - 529.42s]  skoro
[529.42s - 529.58s]  oni
[529.58s - 529.76s]  są
[529.76s - 529.90s]  to
[529.90s - 530.76s]  serdelekszyn
[530.76s - 531.12s]  i
[531.12s - 531.28s]  są
[531.28s - 531.62s]  tacy,
[531.62s - 531.78s]  jakby
[531.78s - 532.46s]  skoncentrowani
[532.46s - 532.68s]  bardziej
[532.68s - 532.88s]  na
[532.88s - 533.34s]  siebie,
[533.42s - 533.42s]  niż
[533.42s - 533.60s]  na
[533.60s - 534.80s]  innych,
[534.80s - 535.02s]  to
[535.02s - 535.28s]  będą
[535.28s - 535.58s]  mniej,
[535.58s - 535.90s]  mniej
[535.90s - 536.16s]  chcia
[536.16s - 536.26s]  ich
[536.26s - 536.46s]  brać
[536.46s - 536.62s]  gdzieś
[536.62s - 536.72s]  o
[536.72s - 537.12s]  takich
[537.12s - 538.86s]  performensach,
[539.02s - 539.02s]  tak,
[539.02s - 539.32s]  takich
[539.32s - 540.02s]  pienięgów,
[540.02s - 540.64s]  takich
[540.64s - 541.18s]  testów.
[541.40s - 541.96s]  Dokładnie.
[541.96s - 542.24s]  Tak,
[542.24s - 542.48s]  tak,
[542.48s - 542.62s]  tak,
[542.62s - 542.86s]  tak,
[542.86s - 542.94s]  może
[542.94s - 543.30s]  być,
[543.30s - 543.38s]  bo
[543.38s - 544.10s]  też
[544.10s - 545.14s]  pytanie,
[545.14s - 545.46s]  bo
[545.46s - 545.58s]  to
[545.58s - 545.78s]  też
[545.78s - 545.94s]  może
[545.94s - 546.20s]  być
[546.20s - 547.38s]  ciekawe,
[547.38s - 548.30s]  kto
[548.30s - 548.84s]  przyjedzie
[548.84s - 549.02s]  na
[549.02s - 549.12s]  to
[549.12s - 549.22s]  w
[549.22s - 549.92s]  spotkaniu.
[549.98s - 550.16s]  Oby
[550.16s - 550.50s]  nie
[550.50s - 551.04s]  zadowytanie
[551.04s - 551.18s]  na
[551.18s - 551.34s]  przykład
[551.34s - 551.66s]  dlaczego
[551.66s - 551.86s]  nie
[551.86s - 552.06s]  wzięli
[552.06s - 552.54s]  udział?
[552.54s - 554.02s]  Tak,
[554.02s - 554.40s]  jeżeli
[554.40s - 554.60s]  tam
[554.60s - 555.00s]  byłoby
[555.00s - 555.22s]  tak,
[555.22s - 555.70s]  bo
[555.70s - 555.80s]  to
[555.80s - 555.98s]  by
[555.98s - 556.18s]  było
[556.18s - 556.36s]  też...
[556.44s - 556.88s]  Tak,
[556.88s - 557.00s]  tylko,
[557.00s - 557.14s]  że,
[557.14s - 557.50s]  że
[557.50s - 557.68s]  może
[557.68s - 557.88s]  być
[557.88s - 558.00s]  tak,
[558.00s - 558.14s]  że
[558.14s - 558.30s]  będzie
[558.30s - 558.68s]  setka
[558.68s - 558.90s]  osób
[558.90s - 559.14s]  na
[559.14s - 559.54s]  sali,
[559.54s - 559.64s]  tak,
[559.64s - 559.76s]  nie
[559.76s - 559.88s]  wiem,
[559.88s - 559.98s]  ile
[559.98s - 560.12s]  tam
[560.12s - 560.26s]  jest
[560.26s - 560.42s]  miejsce
[560.42s - 561.68s]  przewidzianych,
[561.68s - 562.82s]  to
[562.82s - 563.00s]  też
[563.00s - 563.24s]  możesz
[563.24s - 563.76s]  podpytać
[563.76s - 564.62s]  i
[564.62s - 564.94s]  lub
[564.94s - 565.08s]  będzie
[565.06s - 565.92s]  uczestników.
[565.92s - 566.48s]  I
[566.48s - 566.82s]  na
[566.82s - 567.00s]  przykład,
[567.00s - 567.06s]  jak
[567.06s - 568.06s]  informacja.
[568.66s - 569.48s]  Oka!
[571.70s - 573.06s]  Informacje
[573.06s - 574.74s]  właśnie,
[574.74s - 575.92s]  ja...
[576.38s - 576.44s]  Bo
[576.44s - 576.82s]  może
[576.82s - 576.96s]  być
[576.96s - 577.20s]  akurat,
[577.20s - 577.30s]  że
[577.30s - 577.56s]  większość
[577.56s - 577.74s]  osób
[577.74s - 577.90s]  z
[577.90s - 578.02s]  tych,
[578.02s - 578.12s]  które
[578.12s - 578.52s]  wypełnione
[578.52s - 579.16s]  będą.
[579.16s - 579.30s]  No,
[579.30s - 579.50s]  w
[579.50s - 579.56s]  tej
[579.56s - 580.22s]  zasadzie.
[581.38s - 581.56s]  Natomiast
[581.56s - 582.16s]  myślę,
[582.16s - 582.16s]  że
[582.16s - 583.44s]  warto
[583.44s - 584.36s]  bardziej
[584.36s - 584.52s]  się
[584.52s - 585.12s]  skoncentrować
[585.12s - 585.32s]  na
[585.32s - 585.58s]  tym,
[585.62s - 585.64s]  a
[585.64s - 585.80s]  i
[585.80s - 585.84s]  w
[585.84s - 586.04s]  ogóle
[586.04s - 587.00s]  jakbyś
[587.00s - 587.12s]  od
[587.00s - 587.12s]  od
[587.12s - 587.80s]  problemu,
[587.80s - 588.02s]  dlaczego
[588.02s - 588.86s]  podliśmy
[588.86s - 589.10s]  na
[589.10s - 589.24s]  ten
[589.24s - 589.78s]  pomysł,
[589.78s - 590.08s]  żeby
[590.08s - 591.72s]  zrobić
[591.72s - 591.90s]  to
[591.90s - 592.82s]  narzędzie.
[592.86s - 592.98s]  I
[592.98s - 593.06s]  to
[593.06s - 593.14s]  jest
[593.14s - 593.24s]  ten
[593.24s - 593.80s]  pomysł,
[593.80s - 594.58s]  który
[594.58s - 594.78s]  się
[594.78s - 595.34s]  pojawił
[595.34s - 595.52s]  i
[595.52s - 595.68s]  to
[595.68s - 596.68s]  rafał
[596.68s - 596.90s]  tutaj
[596.90s - 598.52s]  potwierdzi,
[598.92s - 599.10s]  gdzie
[599.10s - 599.22s]  to
[599.22s - 599.54s]  wyszło
[599.54s - 600.00s]  u
[600.00s - 601.54s]  alchemików,
[601.54s - 601.94s]  że
[601.94s - 602.56s]  dużo
[602.56s - 602.80s]  osób
[602.80s - 603.00s]  nie
[603.00s - 603.44s]  realizuje
[603.44s - 604.24s]  tego.
[604.38s - 604.42s]  I
[604.42s - 604.52s]  to
[604.52s - 604.72s]  była
[604.72s - 604.88s]  ta
[604.88s - 606.00s]  inspiracja,
[606.00s - 606.36s]  czyli
[606.36s - 606.94s]  konkretny
[606.94s - 607.28s]  problem
[607.28s - 607.82s]  i
[607.82s - 608.10s]  to
[608.10s - 608.50s]  można
[608.50s - 608.74s]  by
[608.74s - 609.04s]  byłoby
[609.04s - 609.38s]  powiedzieć,
[609.38s - 609.54s]  że
[609.54s - 609.80s]  właśnie
[609.80s - 610.42s]  to
[610.42s - 610.72s]  narzędzie
[610.72s - 611.26s]  powstaje
[611.26s - 611.48s]  po
[611.48s - 611.66s]  to
[611.66s - 611.84s]  i
[611.84s - 612.10s]  jest
[612.10s - 612.86s]  rozbudowana,
[612.86s - 613.08s]  czy
[613.08s - 613.18s]  mamy
[613.18s - 613.44s]  jakiś
[613.44s - 613.60s]  tam
[613.60s - 613.80s]  plan
[613.80s - 614.40s]  rozbudowania
[614.40s - 614.90s]  po
[614.90s - 615.34s]  to,
[615.34s - 615.56s]  co
[615.56s - 615.92s]  względu
[615.92s - 616.02s]  na
[616.02s - 616.14s]  ten
[616.14s - 616.60s]  konkretny
[616.60s - 617.36s]  problem,
[617.36s - 617.60s]  że
[617.60s - 617.86s]  ludzie
[617.86s - 618.32s]  powiedzmy
[618.32s - 618.94s]  chcą,
[618.94s - 619.54s]  ale
[619.54s - 620.82s]  odpadają,
[620.82s - 621.10s]  płacą
[621.10s - 621.80s]  kupu,
[621.80s - 622.10s]  kupu
[622.10s - 623.02s]  kasy,
[623.02s - 624.16s]  odpadają,
[624.16s - 624.72s]  ale
[624.72s - 625.28s]  i
[625.28s - 625.36s]  to
[625.38s - 625.56s]  co
[625.56s - 626.24s]  byłoby
[626.24s - 626.34s]  w
[626.34s - 626.66s]  duchu
[626.66s - 627.28s]  tego,
[627.28s - 627.30s]  co
[627.30s - 627.60s]  przynajmniej
[627.60s - 627.76s]  tak
[627.76s - 628.00s]  mówią
[628.00s - 628.80s]  tak,
[628.80s - 628.96s]  że
[628.96s - 629.12s]  oni
[629.12s - 629.34s]  chcą
[629.34s - 629.92s]  pomagać,
[629.92s - 630.02s]  są
[630.02s - 630.56s]  zafyrować
[630.56s - 630.98s]  nowe
[630.98s - 632.08s]  umiejętności
[632.08s - 632.88s]  edukacyjne,
[632.88s - 632.94s]  czy
[632.94s - 634.02s]  możliwości.
[634.20s - 634.28s]  No
[634.28s - 634.32s]  i
[634.32s - 634.40s]  my
[634.40s - 634.60s]  właśnie
[634.60s - 634.94s]  chcemy
[634.94s - 635.12s]  wyjść
[635.12s - 635.28s]  na
[635.28s - 635.84s]  naprzeciw
[635.84s - 635.96s]  tym,
[635.96s - 636.36s]  tym
[636.36s - 636.92s]  rzeczom,
[636.92s - 636.98s]  tak
[636.98s - 637.14s]  żeby
[637.14s - 637.78s]  pokazać,
[637.78s - 637.92s]  że
[637.92s - 638.12s]  to
[638.12s - 638.28s]  nie
[638.28s - 638.42s]  jest
[638.42s - 638.64s]  takie
[638.64s - 639.32s]  proste,
[639.32s - 639.44s]  że
[639.44s - 639.76s]  właśnie
[639.76s - 640.70s]  wrzucenie
[640.70s - 641.06s]  wszystkich
[641.06s - 641.98s]  do
[641.98s - 642.30s]  jednego
[642.30s - 642.68s]  warka,
[642.70s - 642.90s]  mimo,
[642.90s - 643.02s]  że
[643.02s - 643.14s]  to
[643.14s - 643.26s]  jest
[643.26s - 643.90s]  świetne
[643.90s - 645.12s]  narzędzie.
[645.20s - 645.30s]  Ale
[645.30s - 645.50s]  może
[645.50s - 645.64s]  się
[645.64s - 645.96s]  okazać,
[645.96s - 646.04s]  że
[646.04s - 646.16s]  może
[646.16s - 646.34s]  być
[646.34s - 646.60s]  jeszcze
[646.60s - 647.02s]  lepsze,
[647.02s - 647.14s]  gdy
[647.14s - 647.38s]  będzie
[647.38s - 648.08s]  podpięte,
[648.08s - 648.18s]  pod
[648.18s - 648.50s]  kompas
[648.50s - 649.48s]  przekonań.
[649.66s - 649.74s]  I
[649.74s - 649.98s]  dlatego
[649.98s - 650.16s]  nas
[650.16s - 650.64s]  potrzebujemy,
[650.64s - 651.16s]  jesteśmy
[651.16s - 652.18s]  w
[652.18s - 652.30s]  stanie
[652.30s - 652.54s]  wam
[652.54s - 652.82s]  to
[652.82s - 654.54s]  pomóc.
[654.60s - 654.62s]  I
[654.62s - 655.06s]  musieliśmy
[655.06s - 655.62s]  zapłacić
[655.62s - 655.88s]  za
[655.88s - 656.12s]  wasz
[656.12s - 656.42s]  kurs,
[656.42s - 656.56s]  żeby
[656.56s - 656.70s]  wam
[656.70s - 657.10s]  pomóc,
[657.10s - 657.18s]  jak
[657.18s - 657.32s]  to
[657.32s - 658.04s]  zrobić.
[658.52s - 658.72s]  W
[658.72s - 658.88s]  ramach
[658.88s - 659.22s]  żarty
[659.22s - 659.46s]  oczywiście,
[659.46s - 659.86s]  ale
[659.86s - 660.14s]  wrzucić
[660.14s - 660.48s]  tak,
[660.48s - 660.72s]  żeby
[660.72s - 661.32s]  było
[661.32s - 661.72s]  z
[661.72s - 662.46s]  chumorem.
[662.70s - 663.00s]  Tak,
[663.00s - 663.10s]  na,
[663.10s - 663.34s]  na,
[663.34s - 663.40s]  na
[663.58s - 663.58s]  na
[663.58s - 663.58s]  na
[663.58s - 663.58s]  na
[663.58s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.62s]  na
[663.62s - 663.64s]  na
[663.64s - 663.64s]  na
[663.64s - 663.64s]  na
[663.64s - 663.64s]  na
